Comments	Pardis	Mina	Yasmin	Average	P_Deviation	M_Deviation	Y _Deviation	P_mislabeling	M_mislabeling	Y_mislabeling	Natalie	Labels	
"I just want to say I love all of you , the fact that there are others like me helps me everyday . Deep deep down it hits a piece of me that is dark and helps greatly because I know I am 38 now and can't change anything or expect anything out of talking ( because I am not a talker really hate the grind of talk that has no meaning) but if I find some solitude even for 15 min then it is worth it at this point . I am at a all time high on not being able to take it ! So ty all and hopefully one day some of us will find each other and have a real impact on our lives .	3	3	3	3	0	0	0					3	
"This is a good response, and one i feel the same as. I continue to live for my familys sake, but life is not. Good for me, too many years of trying to treat something they dont manage to affect. I dont know how i get through the days really. Hubby gets angry sometimes and says im not trying, but i am, it just wont get better	4	4	4	4	0	0	0					4	
I didn't think I'd find my psychological doppelganger (or perhaps I'm yours), but indeed here you are and after having read your posts up until the very recent ones I can most certainly relate.	0	0	0	0	0	0	0					0	
Man, it's insane how accurately your descriptions of how you feel line up with how I've been feeling for years and the cloud was especially thick tonight which is how I ended up here. The irony is not lost on me that all of a sudden I'm excited and gained a burst of energy knowing that I'm not alone in feeling so incredibly listless most days and 'apathetic' too as one user described it.	3	3	3	3	0	0	0					3	
I can say I've been blessed in my life with an incredible, loving (though imperfect as all are) family and extended family as well as a pretty good upbringing with good opportunities...but like you I feel useless for the most part and have no desire for life really. I've managed to hold a job for a number of years, although it has been my first proper one out of varsity - but even so the feelings have never left completely, I have perhaps one or two close friends I still keep in contact with otherwise my closest friends are my family, my male cousins and my older sister. I've gone deeper in my faith and committed to going to church every Sunday with my Mom and older sister and have been doing so for about a year and a half - a major feat as I'm not one of those disciplined folk at all though I've made a decision to treat it like I treat my job, get up and go despite your feelings and desire to sleep in - it always ends up being beyond rewarding and incredibly uplifting.	3	3	3	3	0	0	0					3	
I can't say I have any answers because I feel exactly the same way as you, but I've been feeding my mind and spirit with not just general positive stuff, but what I feel is truth to me - sifting through the superficial fortune cookie quotes and delving deeper to get to the heart of what is true, it really has brought a change in perspective at least for me. It just gets hard every day, getting up in the morning you feel somewhat ready to take on the day, but then the cloud catches up and you're back under it wondering why you bothered waking up at all, by the evening I feel like a zombie, drained and defeated once more.	2	3	2	2.333333333	0.3333333333	0.6666666667	0.3333333333					2.333333333	
I don't know, I keep praying about it and am experiencing more of the authentic joy buried deep inside - I savour it when it appears, but I know exactly how you feel.	0	0	0	0	0	0	0					0	
If all else fails, good honest instrumental music always seems to cut through my conscious mind no matter my emotional state and hits me straight in my subconscious (like how a good or a bad smell almost immediately can stir up memories or feelings) - it almost forces a smile out of me and the sun then breaks through the clouds if only for a little while...the takeaway here being that of being present in that moment, it gives me hope of something more if only for a short while.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
I guess I'm also aching for purpose, for a reason (or my reason) for being here, breathing. Like you. I'm also looking for answers as to why I find it hard to maintain relationships, why I care so little about what other people care so much about, why I lack ambition, why I feel inferior and defeated most of each and every day, why I'm so afraid, why I bother even going through the motions when I also think any friend or potential partner that shows as much interest in me as I do them will eventually leave when they get to know the real me...my last gf did and that was 8 years ago.	4	4	4	4	0	0	0					4	
Well, that went grey pretty quick jeez, lol. Anyway perhaps just this very act of sharing is enough to keep hope alive...like a support group of sorts...I'll leave you with a verse that	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
"...(sorry my finger bumped 'reply' at the wrong time) to continue...I keep close by from the book of Jeremiah in the Bible, chapter 29 and verse 11, ""For I know the plans I have for you,” declares the Lord, “plans to prosper you and not to harm you, plans to give you hope and a future.""	0	0	0	0	0	0	0					0	
Hope you're doing better, keep well and keep on keepin' on - you never know what kinda goodness could be lurking around the next corner or wrapped in a mundane-appearing tomorrow.	0	0	0	0	0	0	0					0	
80% of your thoughts are matching to mine.	0	0	0	0	0	0	0					0	
Even i feel the same.	0	0	0	0	0	0	0					0	
I don't know where i am heading too.	1	1	0	0.6666666667	0.3333333333	0.3333333333	0.6666666667					0.6666666667	
Confused mind with always options and finally end with not choosing either.	2	2	1	1.666666667	0.3333333333	0.3333333333	0.6666666667					1.666666667	
Sometimes feel like to go some where far away from people.	1	1	1	1	0	0	0					1	
But alone and i dont need a company either.	1	1	1	1	0	0	0					1	
I have a good family and girlfriend whom i always feel annoyed. It's very difficult to understand a girl and what actually runs in their mind.	1	1	0	0.6666666667	0.3333333333	0.3333333333	0.6666666667					0.6666666667	
At first i was searching reasons to talk to her and now searching reasons to avoid talking to her.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
I don't know what exactly i am doing....!	1	2	0	1	0	1	1					1	
"I felt the same way for the past 20 years, its like I am watching a very long and boring movie, which I know the ending for it and yet everyone around me is forcing me to keep watching it. Its like I am watching a bad magic show and I know how all the tricks are done. The worst thing is when you talk to the ""professionals"" and they keep spouting the same patronizing crap and you keep biting your tong because you do want them to label you or medicate you, which could ruin your kids chances of getting your life insurance payout if you deiced to leave the movie before it finishes.	3	3	3	3	0	0	0					3	
